Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
4/18/24,4/18/24,4/22/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.473933,$21.10 ,($10.00)
4/18/24,4/18/24,4/22/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.063959,$156.35 ,($10.00)
4/18/24,4/18/24,4/22/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024535,$407.57 ,($10.00)
4/18/24,4/18/24,4/19/24,,ACH Deposit,ACH,,,$40.00 
4/17/24,4/17/24,4/19/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021688,$461.08 ,($10.00)
4/17/24,4/17/24,4/19/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.465549,$21.48 ,($10.00)
4/17/24,4/17/24,4/19/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064197,$155.77 ,($10.00)
4/17/24,4/17/24,4/19/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024207,$413.10 ,($10.00)
4/17/24,4/17/24,4/18/24,,ACH Deposit,ACH,,,$40.00 
4/16/24,4/16/24,4/18/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021616,$462.60 ,($10.00)
4/16/24,4/16/24,4/18/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.459136,$21.78 ,($10.00)
4/16/24,4/16/24,4/18/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064876,$154.14 ,($10.00)
4/16/24,4/16/24,4/18/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024094,$415.04 ,($10.00)
4/16/24,4/16/24,4/17/24,,ACH Deposit,ACH,,,$40.00 
4/16/24,4/16/24,4/17/24,SAVE,SAVE 5/31/2024 Call $4.00,BTO,5,$1.13 ,($565.15)
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,15,$464.13 ,"$6,961.91 "
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,2,$463.61 ,$927.22 
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,1,$463.65 ,$463.65 
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,2,$463.75 ,$927.49 
4/15/24,4/15/24,4/16/24,AMD,AMD 4/19/2024 Call $170.00,STC,1,$0.83 ,$82.95 
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,0.211171,$463.60 ,$97.90 
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363",Sell,3,$463.59 ,"$1,390.74 "
4/15/24,4/15/24,4/16/24,PLTR,PLTR 12/20/2024 Call $40.00,BTC,1,$1.01 ,($101.03)
4/15/24,4/15/24,4/16/24,PLTR,PLTR 12/20/2024 Call $40.00,BTC,4,$1.01 ,($404.12)
4/15/24,4/15/24,4/17/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021481,$465.51 ,($10.00)
4/15/24,4/15/24,4/17/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024044,$415.90 ,($10.00)
4/15/24,4/15/24,4/17/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.456204,$21.92 ,($10.00)
4/15/24,4/15/24,4/17/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064036,$156.16 ,($10.00)
4/15/24,4/15/24,4/17/24,PLTR,"Palantir Technologies
CUSIP: 69608A108",Sell,53.265729,$22.32 ,"$1,189.14 "
4/15/24,4/15/24,4/17/24,MSFT,"Microsoft
CUSIP: 594918104",Sell,1,$420.00 ,$420.00 
4/15/24,4/15/24,4/17/24,MSFT,"Microsoft
CUSIP: 594918104",Sell,0.108176,$420.00 ,$45.43 
4/15/24,4/15/24,4/17/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305",Sell,0.244561,$157.66 ,$38.56 
4/15/24,4/15/24,4/17/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305",Sell,3,$157.66 ,$472.99 
4/15/24,4/15/24,4/16/24,,ACH Deposit,ACH,,,$40.00 
4/12/24,4/12/24,4/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021354,$468.28 ,($10.00)
4/12/24,4/12/24,4/16/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021354,$468.28 ,($10.00)
4/12/24,4/12/24,4/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.445632,$22.44 ,($10.00)
4/12/24,4/12/24,4/16/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.445632,$22.44 ,($10.00)
4/12/24,4/12/24,4/16/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.063584,$157.27 ,($10.00)
4/12/24,4/12/24,4/16/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.063584,$157.27 ,($10.00)
4/12/24,4/12/24,4/16/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023816,$419.88 ,($10.00)
4/12/24,4/12/24,4/16/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023816,$419.88 ,($10.00)
4/12/24,4/12/24,4/15/24,,ACH Deposit,ACH,,,$40.00 
4/11/24,4/11/24,4/12/24,,ACH Deposit,ACH,,,$40.00 
4/10/24,4/10/24,4/12/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021214,$471.38 ,($10.00)
4/10/24,4/10/24,4/12/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.444839,$22.48 ,($10.00)
4/10/24,4/10/24,4/12/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064172,$155.83 ,($10.00)
4/10/24,4/10/24,4/12/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023721,$421.56 ,($10.00)
4/10/24,4/10/24,4/11/24,,ACH Deposit,ACH,,,$40.00 
4/9/24,4/9/24,4/11/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021041,$475.24 ,($10.00)
4/9/24,4/9/24,4/11/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.438981,$22.78 ,($10.00)
4/9/24,4/9/24,4/11/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.06384,$156.64 ,($10.00)
4/9/24,4/9/24,4/11/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023568,$424.29 ,($10.00)
4/9/24,4/9/24,4/10/24,,ACH Deposit,ACH,,,$40.00 
4/9/24,4/9/24,4/10/24,PLTR,PLTR 8/16/2024 Call $30.00,BTC,2,$1.44 ,($288.06)
4/9/24,4/9/24,4/10/24,AMD,AMD 4/19/2024 Call $170.00,BTO,1,$5.40 ,($540.03)
4/8/24,4/8/24,4/10/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02096,$477.09 ,($10.00)
4/8/24,4/8/24,4/10/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.4363,$22.92 ,($10.00)
4/8/24,4/8/24,4/10/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064703,$154.55 ,($10.00)
4/8/24,4/8/24,4/10/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023564,$424.37 ,($10.00)
4/8/24,4/8/24,4/9/24,,ACH Deposit,ACH,,,$40.00 
4/5/24,4/5/24,4/8/24,SNOW,Option Expiration for SNOW 4/5/2024 Call $185.00,OEXP,17S,,
4/5/24,4/5/24,4/9/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020942,$477.50 ,($10.00)
4/5/24,4/5/24,4/9/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.433839,$23.05 ,($10.00)
4/5/24,4/5/24,4/9/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023482,$425.84 ,($10.00)
4/5/24,4/5/24,4/9/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.065252,$153.25 ,($10.00)
4/5/24,4/5/24,4/8/24,,ACH Deposit,ACH,,,$40.00 
4/4/24,4/4/24,4/8/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020803,$480.69 ,($10.00)
4/4/24,4/4/24,4/8/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.432338,$23.13 ,($10.00)
4/4/24,4/4/24,4/8/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.06475,$154.44 ,($10.00)
4/4/24,4/4/24,4/8/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023378,$427.74 ,($10.00)
4/4/24,4/4/24,4/5/24,,ACH Deposit,ACH,,,$40.00 
4/3/24,4/3/24,4/5/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.438404,$22.81 ,($10.00)
4/3/24,4/3/24,4/5/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064741,$154.46 ,($10.00)
4/3/24,4/3/24,4/5/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023673,$422.41 ,($10.00)
4/3/24,4/3/24,4/5/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020901,$478.44 ,($10.00)
4/3/24,4/3/24,4/4/24,,ACH Deposit,ACH,,,$40.00 
4/2/24,4/2/24,4/4/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.447828,$22.33 ,($10.00)
4/2/24,4/2/24,4/4/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.065066,$153.69 ,($10.00)
4/2/24,4/2/24,4/4/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023685,$422.20 ,($10.00)
4/2/24,4/2/24,4/4/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021018,$475.77 ,($10.00)
4/2/24,4/2/24,4/3/24,,ACH Deposit,ACH,,,$40.00 
4/2/24,4/2/24,4/3/24,,ACH Deposit,ACH,,,$900.00 
4/1/24,4/1/24,4/3/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.437254,$22.87 ,($10.00)
4/1/24,4/1/24,4/3/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.064524,$154.98 ,($10.00)
4/1/24,4/1/24,4/3/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023655,$422.73 ,($10.00)
4/1/24,4/1/24,4/3/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020863,$479.31 ,($10.00)
4/1/24,4/1/24,4/2/24,,ACH Deposit,ACH,,,$40.00 
3/28/24,3/28/24,4/4/24,,ACH Deposit,ACH,,,"$1,750.00 "
3/28/24,3/28/24,4/2/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.434216,$23.03 ,($10.00)
3/28/24,3/28/24,4/2/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.434216,$23.03 ,($10.00)
3/28/24,3/28/24,4/2/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.06637,$150.67 ,($10.00)
3/28/24,3/28/24,4/2/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.06637,$150.67 ,($10.00)
3/28/24,3/28/24,4/2/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023805,$420.07 ,($10.00)
3/28/24,3/28/24,4/2/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023805,$420.07 ,($10.00)
3/28/24,3/28/24,4/2/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020799,$480.78 ,($10.00)
3/28/24,3/28/24,4/2/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020799,$480.78 ,($10.00)
3/28/24,3/28/24,4/4/24,,ACH Deposit,ACH,,,$40.00 
3/28/24,3/28/24,4/4/24,,ACH Deposit,ACH,,,$550.00 
3/27/24,3/27/24,3/27/24,VOO,Manufactured Div: R/D 2024-03-25 P/D 2024-03-27 - 1 shares at 1.5429,MDIV,,,$1.54 
3/27/24,3/27/24,3/27/24,VOO,Cash Div: R/D 2024-03-25 P/D 2024-03-27 - 21.87502 shares at 1.5429,CDIV,,,$33.75 
3/27/24,3/27/24,3/28/24,,ACH Deposit,ACH,,,$40.00 
3/27/24,3/27/24,3/27/24,,Gold Subscription Fee,GOLD,,,($5.00)
3/27/24,3/27/24,3/27/24,,Aggregated Margin Rate,MINT,,,($245.69)
3/26/24,3/26/24,3/27/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,3,$3.38 ,"($1,014.09)"
3/26/24,3/26/24,3/27/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,2,$3.38 ,($676.06)
3/26/24,3/26/24,3/27/24,CRWD,CRWD 4/5/2024 Call $325.00,STC,1,$10.70 ,"$1,069.95 "
3/26/24,3/26/24,3/28/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020884,$478.82 ,($10.00)
3/26/24,3/26/24,3/28/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.397772,$25.14 ,($10.00)
3/26/24,3/26/24,3/28/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.065919,$151.70 ,($10.00)
3/26/24,3/26/24,3/28/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023652,$422.78 ,($10.00)
3/26/24,3/26/24,3/27/24,,ACH Deposit,ACH,,,$40.00 
3/26/24,3/26/24,3/27/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,2,$3.45 ,($690.06)
3/25/24,3/25/24,3/27/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.407,$24.57 ,($10.00)
3/25/24,3/25/24,3/27/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.066938,$149.39 ,($10.00)
3/25/24,3/25/24,3/27/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023601,$423.71 ,($10.00)
3/25/24,3/25/24,3/27/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.0209,$478.45 ,($10.00)
3/25/24,3/25/24,3/26/24,,ACH Deposit,ACH,,,$40.00 
3/22/24,3/22/24,3/26/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020838,$479.89 ,($10.00)
3/22/24,3/22/24,3/26/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.412541,$24.24 ,($10.00)
3/22/24,3/22/24,3/26/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.066334,$150.75 ,($10.00)
3/22/24,3/22/24,3/26/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023327,$428.68 ,($10.00)
3/22/24,3/22/24,3/25/24,,ACH Deposit,ACH,,,$40.00 
3/21/24,3/21/24,3/25/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.020727,$482.44 ,($10.00)
3/21/24,3/21/24,3/25/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.402738,$24.83 ,($10.00)
3/21/24,3/21/24,3/25/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023307,$429.05 ,($10.00)
3/21/24,3/21/24,3/25/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.067911,$147.25 ,($10.00)
3/21/24,3/21/24,3/22/24,,ACH Deposit,ACH,,,$40.00 
3/20/24,3/20/24,3/22/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021037,$475.34 ,($10.00)
3/20/24,3/20/24,3/22/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.417014,$23.98 ,($10.00)
3/20/24,3/20/24,3/22/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.068078,$146.89 ,($10.00)
3/20/24,3/20/24,3/22/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023683,$422.23 ,($10.00)
3/20/24,3/20/24,3/21/24,,ACH Deposit,ACH,,,$40.00 
3/20/24,3/20/24,3/21/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,1,$4.83 ,($483.03)
3/20/24,3/20/24,3/21/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,1,$4.83 ,($483.03)
3/20/24,3/20/24,3/21/24,,ACH Deposit,ACH,,,$24.22 
3/20/24,3/20/24,3/21/24,,ACH Deposit,ACH,,,$69.86 
3/19/24,3/19/24,3/21/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021057,$474.88 ,($10.00)
3/19/24,3/19/24,3/21/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.421407,$23.73 ,($10.00)
3/19/24,3/19/24,3/21/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.06811,$146.82 ,($10.00)
3/19/24,3/19/24,3/21/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023756,$420.93 ,($10.00)
3/19/24,3/19/24,3/20/24,,ACH Deposit,ACH,,,$40.00 
3/18/24,3/18/24,3/20/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.067399,$148.37 ,($10.00)
3/18/24,3/18/24,3/20/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023898,$418.44 ,($10.00)
3/18/24,3/18/24,3/20/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.419463,$23.84 ,($10.00)
3/18/24,3/18/24,3/20/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02109,$474.14 ,($10.00)
3/18/24,3/18/24,3/19/24,,ACH Deposit,ACH,,,$40.00 
3/15/24,3/15/24,3/18/24,,ACH Deposit,ACH,,,"$1,150.00 "
3/15/24,3/15/24,3/19/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021291,$469.66 ,($10.00)
3/15/24,3/15/24,3/19/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.423549,$23.61 ,($10.00)
3/15/24,3/15/24,3/19/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.071123,$140.60 ,($10.00)
3/15/24,3/15/24,3/19/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024135,$414.32 ,($10.00)
3/15/24,3/15/24,3/18/24,,ACH Deposit,ACH,,,$40.00 
3/15/24,3/15/24,3/18/24,,ACH Deposit,ACH,,,$300.00 
3/14/24,3/14/24,3/14/24,MSFT,Cash Div: R/D 2024-02-15 P/D 2024-03-14 - 0.120688 shares at 0.75,CDIV,,,$0.09 
3/14/24,3/14/24,3/18/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021196,$471.77 ,($10.00)
3/14/24,3/14/24,3/18/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.4095,$24.42 ,($10.00)
3/14/24,3/14/24,3/18/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.070234,$142.38 ,($10.00)
3/14/24,3/14/24,3/18/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.023611,$423.53 ,($10.00)
3/14/24,3/14/24,3/15/24,,ACH Deposit,ACH,,,$40.00 
3/13/24,3/13/24,3/15/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021046,$475.13 ,($10.00)
3/13/24,3/13/24,3/15/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.397614,$25.15 ,($10.00)
3/13/24,3/13/24,3/15/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.071078,$140.69 ,($10.00)
3/13/24,3/13/24,3/15/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024071,$415.43 ,($10.00)
3/13/24,3/13/24,3/14/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,1,$6.79 ,($679.03)
3/13/24,3/13/24,3/14/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,2,$6.79 ,"($1,358.06)"
3/13/24,3/13/24,3/14/24,MSFT,MSFT 3/28/2024 Call $410.00,STC,2,$10.80 ,"$2,159.91 "
3/13/24,3/13/24,3/14/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,1,$6.78 ,($678.03)
3/13/24,3/13/24,3/14/24,,ACH Deposit,ACH,,,$40.00 
3/12/24,3/12/24,3/13/24,SNOW,SNOW 5/17/2024 Call $180.00,BTO,1,$5.70 ,($570.03)
3/12/24,3/12/24,3/14/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021119,$473.49 ,($10.00)
3/12/24,3/12/24,3/14/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.409836,$24.40 ,($10.00)
3/12/24,3/12/24,3/14/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.071957,$138.97 ,($10.00)
3/12/24,3/12/24,3/14/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024155,$413.98 ,($10.00)
3/12/24,3/12/24,3/13/24,,ACH Deposit,ACH,,,$40.00 
3/11/24,3/11/24,3/13/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.390167,$25.63 ,($10.00)
3/11/24,3/11/24,3/13/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.072072,$138.75 ,($10.00)
3/11/24,3/11/24,3/13/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024701,$404.84 ,($10.00)
3/11/24,3/11/24,3/13/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021271,$470.11 ,($10.00)
3/11/24,3/11/24,3/12/24,,ACH Deposit,ACH,,,$40.00 
3/8/24,3/8/24,3/12/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021248,$470.63 ,($10.00)
3/8/24,3/8/24,3/12/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.384024,$26.04 ,($10.00)
3/8/24,3/8/24,3/12/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.074074,$135.00 ,($10.00)
3/8/24,3/8/24,3/12/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024693,$404.97 ,($10.00)
3/8/24,3/8/24,3/11/24,,ACH Deposit,ACH,,,$40.00 
3/7/24,3/7/24,3/8/24,CRWD,CRWD 4/5/2024 Call $325.00,BTO,1,$17.62 ,"($1,762.03)"
3/7/24,3/7/24,3/11/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.372717,$26.83 ,($10.00)
3/7/24,3/7/24,3/11/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.074382,$134.44 ,($10.00)
3/7/24,3/7/24,3/11/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024482,$408.46 ,($10.00)
3/7/24,3/7/24,3/11/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021128,$473.29 ,($10.00)
3/7/24,3/7/24,3/8/24,,ACH Deposit,ACH,,,$40.00 
3/7/24,3/7/24,3/8/24,PLTR,PLTR 8/16/2024 Call $30.00,STO,2,$3.80 ,$759.92 
3/7/24,3/7/24,3/8/24,PLTR,PLTR 12/20/2024 Call $40.00,STO,4,$2.90 ,"$1,159.86 "
3/7/24,3/7/24,3/8/24,PLTR,PLTR 12/20/2024 Call $40.00,STO,1,$2.90 ,$289.95 
3/6/24,3/6/24,3/8/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.376647,$26.55 ,($10.00)
3/6/24,3/6/24,3/8/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.075849,$131.84 ,($10.00)
3/6/24,3/6/24,3/8/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024733,$404.31 ,($10.00)
3/6/24,3/6/24,3/8/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021258,$470.41 ,($10.00)
3/6/24,3/6/24,3/7/24,SNOW,SNOW 4/5/2024 Call $185.00,BTO,1,$3.00 ,($300.03)
3/6/24,3/6/24,3/7/24,SNOW,SNOW 4/5/2024 Call $185.00,BTO,1,$2.94 ,($294.03)
3/6/24,3/6/24,3/7/24,,ACH Deposit,ACH,,,$40.00 
3/6/24,3/6/24,3/7/24,SNOW,SNOW 4/5/2024 Call $185.00,BTO,1,$3.50 ,($350.03)
3/6/24,3/6/24,3/8/24,SOFI,"SoFi Technologies
CUSIP: 83406F102",Buy,100,$7.37 ,($737.00)
3/5/24,3/5/24,3/7/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.421407,$23.73 ,($10.00)
3/5/24,3/5/24,3/7/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.075352,$132.71 ,($10.00)
3/5/24,3/5/24,3/7/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.02484,$402.57 ,($10.00)
3/5/24,3/5/24,3/7/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.021429,$466.65 ,($10.00)
3/5/24,3/5/24,3/6/24,,ACH Deposit,ACH,,,$40.00 
3/5/24,3/5/24,3/6/24,SNOW,SNOW 4/5/2024 Call $185.00,BTO,1,$5.55 ,($555.03)
3/5/24,3/5/24,3/6/24,SNOW,SNOW 4/5/2024 Call $185.00,BTO,1,$5.55 ,($555.03)
3/4/24,3/4/24,3/6/24,VOO,"Vanguard S&P 500 ETF
CUSIP: 922908363
Recurring",Buy,0.02122,$471.25 ,($10.00)
3/4/24,3/4/24,3/6/24,PLTR,"Palantir Technologies
CUSIP: 69608A108
Recurring",Buy,0.413052,$24.21 ,($10.00)
3/4/24,3/4/24,3/6/24,GOOGL,"Alphabet Class A
CUSIP: 02079K305
Recurring",Buy,0.075392,$132.64 ,($10.00)
3/4/24,3/4/24,3/6/24,MSFT,"Microsoft
CUSIP: 594918104
Recurring",Buy,0.024062,$415.58 ,($10.00)
3/4/24,3/4/24,3/5/24,,ACH Deposit,ACH,,,$40.00 
3/1/24,3/1/24,3/4/24,MSFT,MSFT 3/28/2024 Call $410.00,STC,3,$12.20 ,"$3,659.87 "
